"Acorno",2011-11-10,Photon Shockwave,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/21051977.jpg")
"Acorno",2011-11-10,Photon Shockwave,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/21051977.jpg")
"Adhesion Trap Hole",2003-10-10,Magician's Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/62325062.jpg")
"Adreus, Keeper of Armageddon",2011-08-16,Generation Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/94119480.jpg")
"Advance Draw",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/51630558.jpg")
"Advance Draw",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/51630558.jpg")
"Advanced Dark",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/12644061.jpg")
"Advanced Heraldry Art",2012-11-09,Abyss Rising,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/61314842.jpg")
"Advanced Ritual Art",2007-02-28,Strike of Neos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/46052429.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aegis of the Ocean Dragon Lord",2009-09-01,Ancient Prophecy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/7935043.jpg")
"Aerial Recharge",2013-05-17,Lord of the Tachyon Galaxy,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/70875955.jpg")
"Ahrima, the Wicked Warden",2018-04-19,Structure Deck: Lair of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86377375.jpg")
"Ahrima, the Wicked Warden",2018-04-19,Structure Deck: Lair of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86377375.jpg")
"Ahrima, the Wicked Warden",2018-04-19,Structure Deck: Lair of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86377375.jpg")
"Ahrima, the Wicked Warden",2018-04-19,Structure Deck: Lair of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86377375.jpg")
"Air Armor Ninja",2012-01-20,Order of Chaos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/69023354.jpg")
"Air Armor Ninja",2012-01-20,Order of Chaos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/69023354.jpg")
"Airknight Parshath",2003-06-06,Legacy of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/18036057.jpg")
"Airknight Parshath",2003-06-06,Legacy of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/18036057.jpg")
"Airknight Parshath",2003-06-06,Legacy of Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/18036057.jpg")
"Airorca",2011-08-16,Generation Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/84747429.jpg")
"Airorca",2011-08-16,Generation Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/84747429.jpg")
"Airorca",2011-08-16,Generation Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/84747429.jpg")
"Airorca",2011-08-16,Generation Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/84747429.jpg")
"Alchemic Magician",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/65301952.jpg")
"Alchemy Cycle",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/65384019.jpg")
"Alexandrite Dragon",2011-11-05,Photon Shockwave Sneak Peek Participation Card,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/43096270.jpg")
"Alexandrite Dragon",2011-11-05,Photon Shockwave Sneak Peek Participation Card,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/43096270.jpg")
"Alinsection",2019-08-01,Speed Duel Starter Decks: Ultimate Predators,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/70924884.jpg")
"Alligator's Sword",2010-08-14,World Championship 2010 Card Pack,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/64428736.jpg")
"Alligator's Sword Dragon",2010-08-14,World Championship 2010 Card Pack,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/3366982.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Allure of Darkness",2008-02-13,Phantom Darkness,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1475311.jpg")
"Ally of Justice Catastor",2009-06-20,Duel Terminal - Preview Wave 2,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/26593852.jpg")
"Ally of Justice Catastor",2009-06-20,Duel Terminal - Preview Wave 2,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/26593852.jpg")
"Ally of Justice Clausolas",2009-11-05,Hidden Arsenal,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/89386122.jpg")
"Ally of Justice Clausolas",2009-11-05,Hidden Arsenal,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/89386122.jpg")
"Ally of Justice Rudra",2009-11-05,Hidden Arsenal,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/52265835.jpg")
"Alpha The Electromagnet Warrior",2016-10-20,Structure Deck: Yugi Muto,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/42023223.jpg")
"Alpha The Magnet Warrior",2003-02-16,Yu-Gi-Oh! The Duelists of the Roses promotional cards,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/99785935.jpg")
"Alpha The Magnet Warrior",2003-02-16,Yu-Gi-Oh! The Duelists of the Roses promotional cards,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/99785935.jpg")
"Amarylease",2013-01-25,Cosmo Blazer,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/18988391.jpg")
"Amazoness Scouts",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/71209500.jpg")
"Amazoness Archers",2003-10-10,Magician's Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/67987611.jpg")
"Amazoness Chain Master",2005-05-28,The Lost Millennium Sneak Peek Participation Card,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/29654737.jpg")
"Amazoness Heirloom",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/79965360.jpg")
"Amazoness Sage",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/53162898.jpg")
"Amazoness Sage",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/53162898.jpg")
"Amazoness Spellcaster",2003-10-10,Magician's Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/81325903.jpg")
"Amazoness Swords Woman",2003-10-10,Magician's Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/94004268.jpg")
"Amazoness Village",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/712559.jpg")
"Ambitious Gofer",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/41224658.jpg")
"Ambitious Gofer",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/41224658.jpg")
"Ambitious Gofer",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/41224658.jpg")
"Amores of Prophecy",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/40213117.jpg")
"Amores of Prophecy",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/40213117.jpg")
"Amores of Prophecy",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/40213117.jpg")
"Amores of Prophecy",2012-08-24,Return of the Duelist,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/40213117.jpg")
"Amphibious Bugroth MK-3",2004-03-01,Invasion of Chaos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/64342551.jpg")
"Amphibious Bugroth MK-3",2004-03-01,Invasion of Chaos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/64342551.jpg")
"Amphibious Bugroth MK-3",2004-03-01,Invasion of Chaos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/64342551.jpg")
"Amplifier",2004-06-01,Ancient Sanctuary,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/303660.jpg")
"Amulet of Ambition",2007-08-15,Tactical Evolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/5183693.jpg")
"An Unfortunate Report",2007-11-14,Gladiator's Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/19763315.jpg")
"Anarchist Monk Ranshin",2010-11-11,Starstrike Blast,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/58324930.jpg")
"Ancient City - Rainbow Ruins",2007-05-16,Force of the Breaker,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/34487429.jpg")
"Ancient City - Rainbow Ruins",2007-05-16,Force of the Breaker,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/34487429.jpg")
"Ancient City - Rainbow Ruins",2007-05-16,Force of the Breaker,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/34487429.jpg")
"Ancient Dragon",2012-05-08,Galactic Overlord,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/38520918.jpg")
"Ancient Dragon",2012-05-08,Galactic Overlord,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/38520918.jpg")
"Ancient Gear",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/31557782.jpg")
"Ancient Gear",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/31557782.jpg")
"Ancient Gear Beast",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/10509340.jpg")
"Ancient Gear Beast",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/10509340.jpg")
"Ancient Gear Box",2014-05-16,Primal Origin,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/60953949.jpg")
"Ancient Gear Box",2014-05-16,Primal Origin,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/60953949.jpg")
"Ancient Gear Cannon",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/80045583.jpg")
"Ancient Gear Castle",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/92001300.jpg")
"Ancient Gear Castle",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/92001300.jpg")
"Ancient Gear Catapult",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/44052074.jpg")
"Ancient Gear Drill",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/67829249.jpg")
"Ancient Gear Engineer",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1953925.jpg")
"Ancient Gear Engineer",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/1953925.jpg")
"Ancient Gear Explosive",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/4446672.jpg")
"Ancient Gear Factory",2006-02-18,Shadow of Infinity,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/30435145.jpg")
"Ancient Gear Fist",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/40830387.jpg")
"Ancient Gear Fortress",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/70147689.jpg")
"Ancient Gear Gadget",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/18486927.jpg")
"Ancient Gear Gadjiltron Chimera",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86321248.jpg")
"Ancient Gear Gadjiltron Chimera",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86321248.jpg")
"Ancient Gear Gadjiltron Chimera",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/86321248.jpg")
"Ancient Gear Gadjiltron Dragon",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/50933533.jpg")
"Ancient Gear Gadjiltron Dragon",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/50933533.jpg")
"Ancient Gear Gadjiltron Dragon",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/50933533.jpg")
"Ancient Gear Golem",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/83104731.jpg")
"Ancient Gear Golem",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/83104731.jpg")
"Ancient Gear Golem",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/83104731.jpg")
"Ancient Gear Hydra",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/81269231.jpg")
"Ancient Gear Knight",2007-11-14,Gladiator's Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/39303359.jpg")
"Ancient Gear Knight",2007-11-14,Gladiator's Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/39303359.jpg")
"Ancient Gear Knight",2007-11-14,Gladiator's Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/39303359.jpg")
"Ancient Gear Reactor Dragon",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/44874522.jpg")
"Ancient Gear Soldier",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/56094445.jpg")
"Ancient Gear Soldier",2005-06-01,The Lost Millennium,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/56094445.jpg")
"Ancient Gear Tank",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/37457534.jpg")
"Ancient Gear Workshop",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/59811955.jpg")
"Ancient Gear Workshop",2007-01-17,Structure Deck: Machine Re-Volt,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/59811955.jpg")
"Ancient Gear Wyvern",2017-04-13,Machine Reactor Structure Deck,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/17663375.jpg")
"Ancient Warriors - Eccentric Lu Jing",2020-01-31,Ignition Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/13923256.jpg")
"Ancient Warriors - Valiant Zhang De",2020-01-31,Ignition Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/2801664.jpg")
"Ancient Warriors Saga - Sun-Liu Alliance",2020-01-31,Ignition Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/58116537.jpg")
"Anesthrokket Dragon",2017-10-19,Circuit Break,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/53266486.jpg")
"Angel O1",2021-06-17,Egyptian God Deck: Obelisk the Tormentor,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/82243738.jpg")
"Angel O7",2008-05-13,Light of Destruction,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/56784842.jpg")
"Annihilator Archfiend",2020-01-31,Ignition Assault,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/29603180.jpg")
"Anthrosaurus",2013-10-11,Legendary Collection 4: Joey's World Mega Pack,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/89904598.jpg")
"Anti-Fusion Device",2007-02-28,Strike of Neos,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/72150572.jpg")
"Anti-Magic Prism",2010-08-17,Duelist Revolution,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/20138923.jpg")
"Anti-Spell Fragrance",2003-11-18,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny promotional cards,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/58921041.jpg")
"Antialian",2018-08-09,Structure Deck: Powercode Link,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/43583400.jpg")
"Ape Fighter",2010-12-07,Yu-Gi-Oh! 5D's Duel Transer promotional cards,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/41098335.jpg")
"Ape Magician",2012-11-09,Abyss Rising,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/31975743.jpg")
"Ape Magician",2012-11-09,Abyss Rising,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/31975743.jpg")
"Ape Magician",2012-11-09,Abyss Rising,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/31975743.jpg")
"Appointer of the Red Lotus",2009-11-17,Stardust Overdrive,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/43262273.jpg")
"Apprentice Magician",2003-10-10,Magician's Force,=IMAGE("https://storage.googleapis.com/ygoprodeck.com/pics/9156135.jpg")
